Tweets,tweet_id,BART_Summary,Pegasus_Summary,T5_Summary
police are inside the university gate while students remain outside this reflects how fuck up this country is,443668,police are inside the university gate while students remain outside. This reflects how fuck up this country is.,"A student protest at the University of Cambridge has turned violent, with riot police called in.",police are inside the university gate while students remain outside. this reflects how fuck up this country is.
things don't look good all of these could have been avoided if pm having held talks with one of our student leaders instead they are getting arrested in large numbers,889414,things don't look good all of these could have been avoided if pm having held talks with one of our student leaders instead they are getting arrested in large numbers.,BBC News NI takes a look at some of the key stories from the past 24 hours.,pm has held talks with one of our student leaders. they are getting arrested in large numbers.
let the world know what we are going through let the world know how human rights are being violated this gov is going to vanish all the talented students from earth if its too late please do something,174526,let the world know what we are going through let the world knows how human rights are being violated this gov is going to vanish all the talented students from earth if its too late please do something.,The government of Pakistan is trying to suppress the voices of the people and the only way to stop it is to stop it is to stop it is to,let the world know what we are going through let the world know what we are going through let the world know what we are going through let the world know
we can see two stories in these pictures which indicate the heartbreaking suffering difficulties trauma fear of every student of bangladesh who have stood against discrimination and demanded their rights stop killing and arresting our students,858647,we can see two stories in these pictures which indicate the heartbreaking suffering difficulties trauma fear of every student of bangladesh who have stood against discrimination. stop killing and arresting our students.,All pictures are copyrighted.,pictures show the heartbreaking suffering difficulties trauma fear of every student of bangladesh who have stood against discrimination and demanded their rights stop killing and
protesters calling to savebangladeshistudents say the government is responsible for the violence that killed dozens as they took to the streets to demonstrate against government job quotas but what is behind this unrest,754100,Bangladeshistudents say the government is responsible for the violence that killed dozens as they took to the streets to demonstrate against government job quotas. What is behind this unrest?,"Thousands of people have taken to the streets of Bangladesh's capital, Dhaka, to protest against the government.",protesters call to savebangladeshistudents say the government is responsible for the violence that killed dozens as they took to the streets to
our freedom fighters mothers and 3 million martyrs didn't imagine that the country they freed would face a fate like this in a free country students get brutally killed injured arrested abducted by police for demanding their rights,393527,our freedom fighters mothers and 3 million martyrs didn't imagine that the country they freed would face a fate like this in a free country students get brutally killed injured arrested abducted by police.,This is the story of a country that was once known as the most peaceful in the world.,freedom fighters mothers and 3 million martyrs didn't imagine that the country they freed would face a fate like this in a free country
bangladeshi students have done it they stormed the streets for an end to quota system appointments made by the govt the govt killed 94 protesters but the students stood their ground today the prime minister resigned and ran away from the country,661328,bangladeshi students have done it they stormed the streets for an end to quota system appointments. The govt killed 94 protesters but the students stood their ground today. The prime minister resigned and ran away from the country.,Bangladesh's Prime Minister Sheikh Hasina has resigned after weeks of protests over the appointment of students to top jobs.,bangladeshi students stormed the streets for an end to quota appointments made by the govt the govt killed 94
in july 2024 this month took everything from the students over 250 students lost their lives 10000 got arrested 60000 got injured and all faced the strict govt crackdown for demanding their basic rights,963062,in july 2024 this month took everything from the students over 250 students lost their lives 10000 got arrested 60000 got injured and all faced the strict govt crackdown.,It's been a turbulent month for students in India.,in july 2024 this month took everything from the students over 250 lost their lives 10000 got arrested 60000 got injured and all faced the strict
students and teachers from various educational institutions in bangladesh have issued statements in support of the 9point demands of the student against discrimination sad movement they have called for a nationwide protest tomorrow,594250,students and teachers from various educational institutions in bangladesh have issued statements in support of the 9point demands of the student against discrimination sad movement. They have called for a nationwide protest tomorrow.,Hundreds of students and teachers have taken part in a protest march in bangladesh against the alleged discrimination against students by the government.,bangladesh students and teachers have issued statements in support of the 9point demands of the student against discrimination sad movement they have called for a
you can kill arrest harass abduct students but you can not kill their ideas students demanded rights and you rewarded them with bullets injuries and arrests well not forget this,114109,you can kill arrest harass abduct students but you can not kill their ideas students demanded rights and you rewarded them with bullets injuries and arrests well not forget this.,You can't kill students you can't abduct them you can't harass them you can't kill them you can't kill them,you can kill arrest harass abduct students but you can not kill their ideas students demanded rights and you rewarded them with bullets injuries and arrests
bangladeshi students are getting killedsthey are bleedingi repeat they are bleeding pls help us to reach international media we need your help,747430,bangladeshi students are getting killedsthey are bleedingi repeat they are bleeding pls help us to reach international media.,BBC News NI has been following the story of how students are being killed in NI.,bangladeshi students are getting killedsthey are bleedingi repeat they are bleeding pls help us to reach international media we need your help.
not 1 not 2 or not 3 it is the reaction and the lament of every mother who lost her child because her child the brilliant students of asked for their rights and were brutally killed by police,227534,not 1 not 2 or not 3 it is the reaction and the lament of every mother who lost her child because her child asked for their rights and were brutally killed by police.,"In the aftermath of the killing of Rohith Vemula, who was shot dead by police while protesting against the culling of animals in a private school",not 1 not 2 or not 3 it is the reaction and the lament of every mother who lost her child because her child the brilliant students of asked for
the authorities insrtrusted all students to leave the campus halls but 98 of them will not leave they will continue to protest and removevandalize chatro league cabinets,247580,the authorities insrtrusted all students to leave the campus halls but 98 of them will not leave they will continue to protest and removevandalize chatro league cabinets.,The authorities at the University of Cape Town (UCT) in South Africa have removed all the student leaders from the halls of residence.,students will continue to protest and removevandalize chatro league cabinets. 98 of them will not leave the campus halls.
bangladesh students protesting genocideinbangladesh face brutal repression by the military bdpolice are arresting and torturing protesters the world must act now to stop this violence,707351,bangladesh students protesting genocide face brutal repression by the military. The world must act now to stop this violence.,BBC News takes a look at the situation in Bangladesh.,bangladesh students protesting genocideinbangladesh face brutal repression by the military bdpolice. they
bangladeshi police using helicopters to fire on unarmed civilians and students,130404,bangladeshi police using helicopters to fire on unarmed civilians and students.,BBC News NI takes a look at some of the most controversial police shootings in recent years.,bangladeshi police use helicopters to fire on unarmed civilians and students.
15 july 2024 save the students of bangladesh bangladesh student league bel which is funded by the having government attacks on students fighting for their rights,201287,15 july 2024 save the students of bangladesh bangl Bangladesh student league bel which is funded by the having government attacks on students fighting for their rights.,A group of students from the University of bangladesh have been protesting outside Downing Street against what they see as the government's attempts to limit their,bangladesh students league bel is funded by the having government attacks on students fighting for their rights. 15 july 2024 save the
this is everything we sought this is all that was necessary the unity among students gratitude to all private universities and colleges that stepped up to support were incredibly proud of everyone involved,738273,this is everything we sought this is all that was necessary the unity among students gratitude to all private universities and colleges that stepped up to support were incredibly proud of everyone involved.,The winners of this year's Indian Panorama contest have been announced,this is everything we sought this is all that was necessary the unity among students gratitude to all private universities and colleges that stepped up to support were incredibly
we need your help bangladeshi university students are in grave danger as of now400 students are wounded and 15 are in the ice in the capital alone students were protesting against the freedom fighter quota as the mobs attacked them,966796,400 students are wounded and 15 are in the ice in the capital alone. Students were protesting against the freedom fighter quota as the mobs attacked them.,Hundreds of students in Bangladesh have been protesting against the government's decision to limit their places in university and college.,bangladeshi university students are in grave danger as of now400 students are wounded. 15 are in the ice alone students were protesting against
this is infographics of the on going student protest of bangladesh made by the studentswe need your help to save the students and also our country,713440,this is infographics of the on going student protest of bangladesh made by the students. We need your help to save the students and also our country.,infographics of the on going student protest of bangladesh made by the studentswe need your help to save the students and also our country,this is infographics of the on going student protest of bangladesh made by the studentswe need your help to save the students and also our
police wants to evacuate the students asap and are using teargas to disperse them away from their halls this is not a good look,996657,police wants to evacuate the students asap and are using teargas.,Students have taken to the streets to protest against the government's decision to close their university for three days.,police want to evacuate the students asap and are using teargas to disperse them away from their halls this is not a good look
it is a matter of great regret that our 50 prominent teachers are in police custody for standing with the students it is precisely the human rights violation we demand their immediate release,970645,it is a matter of great regret that our 50 prominent teachers are in police custody for standing with the students it is precisely the human rights violation we demand their immediate release.,The National Union of Teachers (NUT) in India has written to the Prime Minister demanding the immediate release of its teachers who were arrested for standing with students,our 50 prominent teachers are in police custody for standing with the students it is precisely the human rights violation we demand their immediate release.
plus help bangladeshi students and raise awareness about the situation we are facing currently we need international support after killing students criminal govt is shutting down all schools universities so that students can not protest anymore,105813,plus help bangladeshi students and raise awareness about the situation we are facing currently. We need international support after killing students criminal govt is shutting down all schools universities so that students can not protest anymore.,Students in bangladeshi are protesting against the government's decision to shut down all universities.,criminal govt shutting down all schools universities so students can not protest anymore. bangladeshi students have been killed by criminal govt
for every drop of blood shed oppressors will never escape raise your voice and stand with our students we stand with bangladeshi students all eyes on dhaka university,101670,for every drop of blood shed oppressors will never escape raise your voice and stand with our students we stand with bangladeshi students all eyes on dhaka university.,Students from the University of bangladeshi have been protesting against the government's decision to close the university for the rest of the year.,bangladeshi students stand with bangladeshi students all eyes on dhaka university. for every drop of blood shed oppressors
this is brutal police are torturing our students with tear shells and cocktails people are crying in horror,308133,this is brutal police are torturing our students with tear shells and cocktails people are crying in horror.,This is the moment a student was shot dead by police during a protest in north Belfast.,police are torturing our students with tear shells and cocktails people are crying in horror. police are torturing our students with tear shells and cocktails
bangladeshi students are being attack just because they are fighting for their rights,269361,bangladeshi students are being attack just because they are fighting for their rights.,BBC News NI takes a look at some of the student protests taking place across the country.,bangladeshi students are being attacked just because they are fighting for their rights. bangladeshi students are being attacked just because they are fighting
a call for a mass uprising has been made to stepdownhasina,679418,a call for a mass uprising has been made to stepdown.,Sri Lanka's President Mahinda Rajapaksa has said he will not step down despite calls from his opponents for him to resign.,stepdownhasina calls for a mass uprising.
bangladesh chair league members clashed with protesters in university of marshal today,141226,bangladesh chair league members clashed with protesters in university of marshal today.,.,bangladesh chair league members clash with protesters in university of marshal. bangladesh chair league members clashed with protesters
plan ally of gov and police altogether attacked unarmed students in utter sector 11 injured are unable to go to hospital because bel are hiding in the broads to abduct them,355042,plan ally of gov and police altogether attacked unarmed students in utter sector 11 injured are unable to go to hospital because bel are hiding in the broads to abduct them.,Police in Pakistan's Punjab province have fired tear gas and water cannon to disperse students protesting against the government's decision to allow a controversial blasphemy law,unarmed students in utter sector 11 injured are unable to go to hospital because bel are hiding in the broads to abduct them.
dhaka college jamaal shiver militants attacked the hostel of hindu students,842766,dhaka college jamaal shiver militants attacked the hostel of hindu students.,"A university in Bangladesh's capital Dhaka has been attacked by suspected militants, killing at least 12 people, officials say.",dhaka college jamaal shiver militants attacked the hostel of hindu students. dhaka college jamaal
the attackers who assaulted the students protesting for the fall of the autocratic regime in patna are now demonstrating under the banner of minority groups,958097,The attackers who assaulted the students protesting for the fall of the autocratic regime in patna are now demonstrating under the banner of minority groups.,Hundreds of people have taken to the streets of patna to protest against the attack on students protesting against the rule of President Abdul Fattah al-Sisi,the attackers who assaulted the students protesting for the fall of the autocratic regime in patna are now demonstrating under the banner
no hindus and temples were harmed and burned in bangladeshviolence muslim students across the country are guarding minority shrines stay away from fake news and rw propaganda,685670,no hindus and temples were harmed and burned in bangladesh. muslim students across the country are guarding minority shrines. stay away from fake news and rw propaganda.,"Thousands of people have taken to the streets of Bangladesh's capital, Dhaka, to protest against what they see as the government's failure to protect",no hindus and temples were harmed and burned in bangladeshviolence muslim students are guarding minority shrines stay away
university students protest against government job quota in bangladesh the terrorist chhatra league attacked the students while they were protesting injuring several people,258684,university students protest against government job quota in bangladesh the terrorist chhatra league attacked the students while they were protesting.,University students protesting against government job quota in bangladesh have been attacked by a terrorist group.,university students protest against government job quota in bangladesh the terrorist chhatra league attacked the students while they were protesting injur
students appearing in court today evening many look like they have been tortured their parents pleading and crying,852141,students appearing in court today evening many look like they have been tortured their parents pleading and crying.,Hundreds of students have taken to the streets of Belfast to protest against the way they have been treated by the police.,students appear in court today evening. many look like they have been tortured their parents pleading and crying.
the students of dhaka university who led a successful revolution just a month ago to overthrow a fascist regime have now beaten a mentally unstable youth to death before the attack they even offered him food the revolution has changed nothing but the face of power,955252,The students of dhaka university who led a successful revolution just a month ago to overthrow a fascist regime have now beaten a mentally unstable youth to death before the attack they even offered him food. The revolution has changed nothing but the face of,A student leader in Bangladesh has been beaten to death by fellow students.,the students of dhaka university who led a successful revolution just a month ago have beaten a mentally unstable youth to death.
in utter armed swami terrorists and police are attacking peaceful student protests with gunfire and grenades spreading violence to nearby homes swami league blames bop and jamaal but the real truth can not be hidden,620335,in utter armed swami terrorists and police are attacking peaceful student protests with gunfire and grenades spreading violence to nearby homes swami league blames bop and jamaal but the real truth can not be hidden.,The BBC's Geeta Pandey reports from Delhi.,in utter armed swami terrorists and police are attacking peaceful protests with gunfire and grenades spreading violence to nearby homes
students are being killed in bangladesh and many are injured for protesting the job quotas being imposed by the government solidarity with the protestors victory to the students,330341,students are being killed in bangladesh and many are injured for protesting the job quotas being imposed by the government.,Thousands of students have taken to the streets of bangladesh to protest against the government's decision to impose quotas for jobs.,students are being killed in bangladesh and many are injured for protesting the job quotas imposed by the government solidarity with the protest
according to channel 24 hundreds of students injured in jahangirnagar university alone,748679,according to channel 24 hundreds of students injured in jahangirnagar university alone.,Hundreds of students have been injured in clashes between police and students at a university in northern India.,hundreds of students injured in jahangirnagar university alone in jahangirnagar.
sniper shot to kill unarmed students and civilians who were out defying the curfew,245513,sniper shot to kill unarmed students and civilians who were out defying the curfew.,"A curfew has been imposed in parts of Srinagar, the capital of India's Jammu and Kashmir state.",sniper shot to kill unarmed students and civilians who were out defying curfew curfew.
bdpolice and ruling awamileague terrorists are jointly attacking students in uttara the capital they are also firing bullets and grenades into the homes of nearby residents,406138,bdpolice and ruling awamileague terrorists are jointly attacking students in uttara the capital. They are also firing bullets and grenades into the homes of nearby residents.,At least three people have been killed and several others injured in a series of gun and grenade attacks in Dhaka.,bdpolice and ruling awamileague terrorists are jointly attacking students in uttara. they are also firing bullet
police are attacking on the students again from both sides dhaka tic they are leaking gases rn the police and the gov goons have captured all the student protestors of du you,918820,police are attacking on the students again from both sides dhaka tic they are leaking gases rn the police and the gov goons have captured all the student protestors.,Police have fired tear gas and water cannon at students protesting against the government's decision to increase tuition fees.,police are attacking the students again from both sides dhaka tic they are leaking gases rn the police and the gov goon
thousands of dhaka university students protests against indian hegemony in bangladesh protest sparked after recent indian made flood situation in various part of the country,432461,thousands of dhaka university students protests against indian hegemony in bangladesh protest sparked after recent indian made flood situation in various part of the country.,.,thousands of dhaka university students protest against indian hegemony in bangladesh. protests sparked after recent in
shoot at sight artillery tanks 133 protestors killed thousands of students escaping to india this is how bangladesh is dealing with student protests orchestrated by soroswadis to get hasina down and put an 1slamic puppet in power,223695,shoot at sight artillery tanks 133 protestors killed thousands of students escaping to india this is how bangladesh is dealing with student protests.,The BBC's Mark Lowen reports from bangladesh in south-east Africa.,bangladesh is dealing with student protests orchestrated by soroswadis to get hasina down and put an 1sla
no media is showing this but police attacked us in just unprovoked and shot the protestors without any warning don't know how many are injured,602552,no media is showing this but police attacked us in just unprovoked and shot the protestors without any warning don't know how many are injured.,At least two people have been killed and several others injured after police opened fire on a group of people protesting against the government's decision to allow a,police attacked us in just unprovoked and shot the protestors without any warning don't know how many are injured.
as the student protest in bangladesh continues into its third week police in the sleet district were seen shooting at protesters earlier today reports of fresh clashes between students and security forces are emerging from most major cities across the country,471189,Police in sleet district were seen shooting at protesters earlier today. Reports of fresh clashes between students and security forces are emerging from most major cities across the country.,Fresh clashes have broken out between police and students in the Republic of Ireland.,reports of fresh clashes between students and security forces emerging from major cities across the country. police in the sleet district seen shooting
east west university brace uni students and rank school students did rally today morning amidst rain they demanded punishment of criminals who murdered innocent students civilians and other,184452,east west university brace uni students and rank school students did rally today. They demanded punishment of criminals who murdered innocent students civilians and other.,Protests have been taking place at universities across the country against the killing of students by police.,east west university brace uni students and rank school students rally amidst rain. they demand punishment of criminals who murdered innocent students civilians
police open firing at students and throwing tear gas shells sound grenades in front of khulna university bangladesh,397951,Police open firing at students and throwing tear gas shells sound grenades.,"Clashes between police and students have broken out at a university in Bangladesh's capital, Dhaka.",police open fire at students and throw tear gas shells sound grenades in front of khulna university bangladesh
a south asian nation is completely blacked out no news no contact with outside world for almost 24 hours the last news was 60 young schoolcollegeuniversity students have been killed on the street hundreds are critical the world needs to speak up for bangladesh now,651645,a south asian nation is completely blacked out no news no contact with outside world for almost 24 hours. 60 young schoolcollegeuniversity students have been killed on the street hundreds are critical the world needs to speak up for bangl,The world is watching the situation in bangladesh.,south asian nation blacked out no news no contact with outside world for almost 24 hours. last news was 60 young schoolcollegeunivers
at least 32 people have been killed and over 2500 are injured in bangladesh amid student protest,502560,at least 32 people have been killed and over 2500 are injured in bangladesh amid student protest.,"Hundreds of thousands of people have taken to the streets of the Nepalese capital, Kathmandu, to protest against what they see as the government's failure to",at least 32 people have been killed and over 2500 are injured in bangladesh. at least 32 people have been killed and over 2500
marshal university students doing peaceful protest at midnight this country will not sleep unless she brings justice to us,647993,marshal university students doing peaceful protest at midnight this country will not sleep unless she brings justice to us.,.,marshal university students protest peacefully at midnight this country will not sleep unless she brings justice to us.
bangladesh police attacked on peacefully protesting general students shame on the fascist regime shame on bangladesh police,340845,bangladesh police attacked on peacefully protesting general students shame on the fascist regime shame on bangl Bangladesh police.,Police in bangladesh have used tear gas and water cannon to break up a student protest.,bangladesh police attacked on peacefully protesting general students shame on the fascist regime shame on bangladesh police. bangla
police are firing directly at the students,537363,police are firing directly at the students.,"Students at the University of California, Los Angeles, are protesting against the police shooting of unarmed black students.",police are firing directly at the students.
the world needs to see how sheikh having killing the innocent students during the protest,585176,the world needs to see how sheikh having killing the innocent students during the protest.,Saudi Arabia's King Salman has ordered the country's intelligence chief to investigate the killing of unarmed students during a protest in the capital Riyadh.,sheikh killed the innocent students during the protest. sheikh had killed the innocent students during the protest.
today police attack on protesting students in khulna university many students were injured,897308,today police attack on protesting students in khulna university many students were injured.,Police have used tear gas and water cannon to break up a protest by students at a university in Kerala.,police attack on protesting students in khulna university many students injured.
dozens injured in bangladesh clashes as students protest against job quotas for government jobs and a progovernment student body in pictures,417911,dozens injured in bangladesh clashes as students protest against job quotas for government jobs.,.,students protest against job quotas for government jobs and progovernment student body. dozens injured in bangladesh clashes as students
amid curfew and internet shutdown 105 people have died and hundreds have been injured during the violent student protests in bangladesh,703305,amid curfew and internet shutdown 105 people have died and hundreds have been injured during the violent student protests.,"Thousands of people have taken to the streets of Bangladesh's capital, Dhaka, to protest against the government of Prime Minister Sheikh Hasina.",105 people have died and hundreds have been injured during the violent student protests in bangladesh. curfew and internet shutdown
in the midst of chaos in banana desk groups of students stood the whole night outside manners and other hindu establishments to protect them from vandals and rioters this secular character of be should be protected at any cost,599061,Students stood the whole night outside manners and other hindu establishments to protect them from vandals and rioters.,"In the wake of the violence in Birmingham, the Birmingham City Council has been urged to take action to protect the secular character of the city.",in the midst of chaos in banana desk groups of students stood the whole night outside manners and other hindu establishments to protect them from vand
swami bel terrorists swarmed over the civilians of utter unarmed students even female students couldn't escape from their vindictive brutality,396431,swami bel terrorists swarmed over the civilians of utter unarmed students even female students couldn't escape from their vindictive brutality.,This is the shocking moment when a group of students were attacked by a group of armed men in their hostel in Srinagar.,swami bel terrorists swarmed over civilians of utterly unarmed students even female students couldn't escape.
police broke into primeasiauniversity and attacked unarmed students mercilessly who were seeking gov job quota reforms many left with critical injuries seeking for help,934551,Police broke into primeasiauniversity and attacked unarmed students mercilessly who were seeking gov job quota reforms. Many left with critical injuries seeking for help.,"Clashes between police and students broke out at a university in India's capital, Delhi, on Thursday.",police break into primeasiauniversity and attack unarmed students mercilessly seeking gov job quota reforms. many left with critical injuries seeking
today in utter khulna sleet marshal and many places police and govt backed mobs brutally attacked students including female students we strictly condemn the govt crackdown on peaceful protests,464867,today in utter khulna sleet marshal and many places police and govt backed mobs brutally attacked students including female students we strictly condemn the govt crackdown on peaceful protests.,we condemn the brutal crackdown on peaceful protests by police and govt in many places across the country.,khulna sleet marshal and many places police and govt backed mobs brutally attacked students including
fierce clash has erupted between law enforcement agencies and students at dhaka university bangladesh police are charging the students with tear gas rubber bullets and sound grenades progovernment student group has joined the police in attacking the students who have been demanding a reform of the quota system,114198,Police are charging the students with tear gas rubber bullets and sound grenades. The students have been demanding a reform of the quota system.,Bangladesh police have used tear gas and rubber bullets to break up a student protest in Dhaka.,fierce clashes erupted between law enforcement agencies and students at dhaka university bangladesh police. students have been demanding
students chanting allahu akbar in jahangir nagar university as armed thugs from chhatra league student wing of ruling awami league have closed the gate and started attacking them,211030,students chanting allahu akbar in jahangir nagar university as armed thugs from chhatra league student wing of ruling awami league have closed the gate and started attacking them.,.,students chant allahu akbar in jahangir nagar university as armed thugs from chhatra league student
bangladeshi students asking for help on masjid mic almost 74 students killed by sheikh casings party today,289485,bangladeshi students asking for help on masjid mic almost 74 students killed by sheikh casings party today.,BBC News NI takes a look at some of the key stories of the day.,bangladeshi students asking for help on masjid mic almost 74 students killed by sheikh casings party.
chaos in bangladesh from our subscriber pain heres another video of a few minutes ago the progovernment chatter league goons took some protesting students to a building tortured them and then threw them from the multistory building,481598,chaos in bangladesh from our subscriber pain heres another video of a few minutes ago the progovernment chatter league goons took some protesting students to a building tortured them and then threw them from the multistory building.,"Another day, another student protest in bangladesh.",progovernment chatter league goons took some protesting students to a building tortured them and then threw them from the multistory building
what do the students of bangladesh wantthe students rejected the courts verdictthe student movement is now becoming a national mass movement the students called on the entire nation to unite until the government falls,319788,The student movement is now becoming a national mass movement. The students called on the entire nation to unite until the government falls.,The students of bangladesh have called on the entire nation to unite until the government falls,bangladesh wantthe students rejected the courts verdictthe student movement is becoming a national mass movement the students called on the entire nation to unite
at sleet university just students comes out defying hall evacuating notice in all university across bangladesh police are trying to evacuating halls and trying to apply force students are showing heavy resistance everywhere,879380,at sleet university just students comes out defying hall evacuating notice in all university across bangladesh police are trying to evacuating halls and trying to apply force.,Students at the University of Bristol are refusing to leave their halls despite warnings to do so.,at sleet university just students comes out defying hall evacuating notice in bangladesh police are trying to eva
students and police in bangladesh locked in tense standoff on university campuses across the country as a deadline for job quota protesters to vacate universities looms,390436,students and police in bangladesh locked in tense standoff on university campuses. deadline for job quota protesters to vacate universities looms.,The BBC's Geeta Pandey reports.,bangladesh students and police locked in tense standoff on university campuses across the country as a deadline for job quota protesters
maybe tomorrow the leftist media al jazeera bbc the wire the print may write that this is a video from india see how a muslim student is being beaten to death with a pillar for being different ideology so let me tell you that this video is from bangladesh in begum babadrunnessa college girl students have tied up the leaders of bangladesh students league the student wing of awami league,347004,maybe tomorrow the leftist media al jazeera bbc the wire the print may write that this is a video from india see how a muslim student is being beaten to death with a pillar for being different ideology. so let me tell,This is a video that has gone viral in Bangladesh.,video from bangladesh in begum babadrunnessa college girl students tied up the leaders of bangladesh students league the student
massive rally in andarkilla chittagong after a call for protest by the student movement despite the rain,991861,massive rally in andarkilla chittagong after a call for protest by the student movement.,Thousands of students have taken to the streets of Kolkata to protest against the rising cost of education.,massive rally in andarkilla chittagong after a call for protest by the student movement despite the rain.
here is manner al matin crying on the streets while listening to a speaker talk about martyr mir mugshot now hes leading the charge to get justice for students and mir mugshot keeps on living through his actions,711711,here is manner al matin crying on the streets while listening to a speaker talk about martyr mir mugshot now hes leading the charge to get justice for students.,This is the moment when mir mugshot's life changed forever.,martyr mir mugshot is leading the charge to get justice for students. mir mugshot keeps on living through his actions.
lawyers and teachers of jahangirnagar university showing solidarity with the student movement,605547,Lawyers and teachers of jahangirnagar university show solidarity with the student movement.,Lawyers and teachers of jahangirnagar university showing solidarity with the student movement,jahangirnagar university lawyers and teachers show solidarity with student movement. lawyers and teachers of jahangirnagar university show solidarity with
chittagong court building today after call for rally by the student movement,774835,chittagong court building today after call for rally by the student movement.,.,chittagong court building today after call for rally by the student movement. chittagong court building after call for rally by the
chief adviser professor muhammad yunus asked advisers to fasttrack construction of the museum for the julyaugust mass uprising at the gonobhaban,722474,chief adviser professor muhammad yunus asked advisers to fasttrack construction of the museum for the julyaugust mass uprising.,"The government has approved the construction of a museum in the centre of the capital, Canberra, to mark the 50th anniversary of the Tiananmen Square protests.",chief adviser professor muhammad yunus asked advisers to fasttrack construction of the museum for the julyaugust mass uprising
statue of sheikh mujib your lehman being taken down by the people of bangladesh,116833,statue of sheikh mujib your lehman being taken down by the people of bangladesh.,All images are copyrighted.,statue of sheikh mujib your lehman taken down by bangladesh people. statue of sheikh mujib your
in bangladesh a gen z revolution is unfolding for 16 years the regime used divide and rule this july gen z united people of all genders religions classes and ideologies they must win or sheikh casings dictatorship will seal the nations fate,254104,in bangladesh a gen z revolution is unfolding for 16 years. The regime used divide and rule this july gen z united people of all genders religions classes and ideologies.,The people of bangladesh are on the verge of a revolution.,in bangladesh a gen z revolution is unfolding for 16 years. the regime used divide and rule this july
in bangladesh gen z is making history for democracy for freedom,431811,in bangladesh gen z is making history for democracy for freedom.,Poland's President Andrzej Duda has been sworn in for a second term in office.,bangladesh gen z is making history for democracy for freedom. in bangladesh gen z is making history for democracy
sheikh having at state house after a successful civilian coup in bangladesh they will not believe,523420,sheikh having at state house after a successful civilian coup in bangladesh they will not believe.,Egypt's President Abdel Fattah al-Sisi says he will not step down despite calls from his opponents for him to resign.,sheikh had at state house after a successful civilian coup in bangladesh. they will not believe sheikh will believe.
after just over a month of protests bangladeshs student protesters are celebrating victory in the socalled genzrevolution the beauty of peoples power and democracy is being unleashed,466984,after just over a month of protests bangladeshs student protesters are celebrating victory in the socalled genzrevolution.,Egypt's President Hosni Mubarak has stepped down after three decades in power.,bangladesh student protesters celebrate victory in the socalled genzrevolution the beauty of peoples power and democracy is being unleashed
photos millions of bangladeshis throng the nayapaltan and its adjacent crossroads highways streets alleys in capital city dhaka july 28 2023 to press home one point the demand for the resignation of fascist hasina govt and the restoration of a polltime caretaker,949966,Thousands of bangladeshis throng the nayapaltan and its adjacent crossroads highways streets alleys in capital city dhaka july 28 2023.,Tens of thousands of Bangladeshis have taken to the streets of Dhaka to protest against what they see as the country's fascist government.,bangladeshis throng the nayapaltan and its adjacent crossroads highways streets alleys in capital city
your watching mass student resistance on the streets of dhaka right now cops have murdered at least six protesters this week thousands more injured cops don't protect us they protect the rich solidarity with the bangladeshi students,582946,your watching mass student resistance on the streets of dhaka right now cops have murdered at least six protesters this week thousands more injured cops don't protect us they protect the rich solidarity with the bangladeshi students.,"Bangladesh has been gripped by a wave of student protests over the past few weeks, with thousands of students taking to the streets to protest against what they see",at least six protesters have been murdered this week in dhaka. thousands more injured cops don't protect us they protect the rich
you are watching over a million ppl marching on dhaka right now to overthrow the westernbacked hasina regime in bangladesh hundreds murdered by state forces but we do not give up the fight solidarity comrades this is what resistance looks like,957614,you are watching over a million ppl marching on dhaka right now to overthrow the westernbacked hasina regime in bangladesh hundreds murdered by state forces but we do not give up the fight solidarity comrades this is what resistance looks like,.,over a million ppl march on dhaka right now to overthrow the westernbacked hasina regime in bangladesh
the final countdown after another day of massacre 92 lives lost in the aug 4th protests students now call for a march to dhaka on aug 5th millions will flood the streets whats the endgame for sheikhhasina but to step down before its too late,555916,Students now call for a march to dhaka on aug 5th millions will flood the streets whats the endgame for sheikhhasina but to step down before its too late.,"Kenya's President Uhuru Kenyatta and opposition leader Raila Odinga are due to meet in the capital, Nairobi to discuss the future of the country.",the final countdown after another day of massacre 92 lives lost in the aug 4th protests students call for a march to dhak
dhaka death toll rises to 115 in ongoing bangladeshstudentprotest internet service suspended and curfew imposed at many places shame on sheikhhasina for dealing with students with such brutality,655702,dhaka death toll rises to 115 in ongoing bangladeshstudentprotest internet service suspended and curfew imposed at many places shame on sheikhhasina for dealing with students with such brutality.,.,dhaka death toll rises to 115 in ongoing bangladeshstudentprotest internet service suspended and curfew
